question_number,raw_text,options,full_text,source_file,source_type,is_koklu,raw_text_ocr,full_text_ocr,options_ocr,extraction_method,note,question_type,has_image,has_table,has_graph,has_encoding_issues,complexity,raw_text_cleaned,page,question_text,solution_text,has_keyword
29,ab iki basamaklı bir doğal sayıdır.                         35 Aşağıdakilerden hangisi tam kare doğal sayıdır? abtba ifadesi bir tam kare sayı ise ab sayısı aşa-                                                   RE ğıdakilerden hangisi olamaz?                                  A) v9       B) 27          ©) 49         D) v64,A) 29           B)38           C)56           D)73,ab iki basamaklı bir doğal sayıdır.                         35 Aşağıdakilerden hangisi tam kare doğal sayıdır? abtba ifadesi bir tam kare sayı ise ab sayısı aşa-                                                   RE ğıdakilerden hangisi olamaz?                                  A) v9       B) 27          ©) 49         D) v64 A)29           B)38           C)56           D)73,karekok.pdf,pdf_karekok,True,4 Çı 1 .   m PONLN                                               |  4 7,4 Çı 1 .   m PONLN                                               |  4 7,,hybrid,Metin ve OCR versiyonları birleştirildi,yeni_nesil,False,False,False,False,orta,,4.0,nan,,False
30,Karekökü tamsayı olmayan kaç tane iki             36. ab iki basamaklı tamkare bir doğal sayıdır. basamaklı doğal sayı vardır?                               Buna göre a * b kaç farklı değer alır?,A) 81           B)82           C)83           D)84                A)7            B)6G            C)5            D)4,Karekökü tamsayı olmayan kaç tane iki             36. ab iki basamaklı tamkare bir doğal sayıdır. basamaklı doğal sayı vardır?                               Buna göre a * b kaç farklı değer alır? A)81           B)82           C)83           D)84                A)7            B)6G            C)5            D)4,karekok.pdf,pdf_karekok,True,,,,ocr,,yeni_nesil,True,False,False,False,orta,,4.0,nan,,False
37,V314V28-V54v16 işleminin sonucu kaçtır?    yı a birtam kare sayıdır. ab iki basamaklı sayısı bir tam kare sayı değildir. Yukarıdaki şartları sağlayan kaç tane abc üç basa- maklı sayısı vardır?,"A) 4          B) 5          Cc) 6          D)8               abc üç basamaklı sayısı bir tam kare sayıdır., A) 7              B)8              C)9              D)10",V314V28-V54v16 işleminin sonucu kaçtır?    yı a birtam kare sayıdır. ab iki basamaklı sayısı bir tam kare sayı değildir. A) 4          B) 5          Cc) 6          D)8               abc üç basamaklı sayısı bir tam kare sayıdır. Yukarıdaki şartları sağlayan kaç tane abc üç basa- maklı sayısı vardır? A)7              B)8              C)9              D)10,karekok.pdf,pdf_karekok,True,,,,ocr,,yeni_nesil,True,False,False,False,orta,,5.0,nan,,False
38,"81, 75, 121, 256, 16, 64, 36, 42, 24 sayılarından kaç    a5 | Alanı 16 cm? olan bir karenin çevresi kaç santimetredir? tanesi tam kare doğal sayı değildir?                          A)8           B) 12           C) 16           D) 32 |  I.3",A) 6            B)5             C)4             D) 3,"81, 75, 121, 256, 16, 64, 36, 42, 24 sayılarından kaç    a5 | Alanı 16 cm? olan bir karenin çevresi kaç santimetredir? tanesi tam kare doğal sayı değildir?                          A)8           B) 12           C) 16           D) 32 A)6            B)5             C)4             D) 3 |  I.3",karekok.pdf,pdf_karekok,True,,,,ocr,,yeni_nesil,True,False,False,False,orta,,5.0,nan,,False
47,V132 sayısına en yakın tam sayı aşağıdakilerden hangisidir?,,V132 sayısına en yakın tam sayı aşağıdakilerden hangisidir?,karekok.pdf,pdf_karekok,True,,,,ocr,,yeni_nesil,True,False,False,False,düşük,,5.0,nan,,False
40,400'den küçük üç basamaklı tam kare sayıların            A)11           B) 12           C) 13           D) 14 kaç tanesinde en az bir asal rakam bulunur?,A) 5               B)6               C)7               D)8,400'den küçük üç basamaklı tam kare sayıların            A)11           B) 12           C) 13           D) 14 kaç tanesinde en az bir asal rakam bulunur? A)5               B)6               C)7               D)8,karekok.pdf,pdf_karekok,True,,,,ocr,,yeni_nesil,True,False,False,False,orta,,5.0,nan,,False
41,"y196 #N16İ leminin sonucu kaçtır?                  a8. Yukarıdaki örüntüde, A iki basamaklı tam sayı ise y225                                                           A*B toplamı en çok kaç olur?",A) 64          B)145          C)181          D)221,"y196 #N16İ leminin sonucu kaçtır?                  a8. Yukarıdaki örüntüde, A iki basamaklı tam sayı ise y225                                                           A*B toplamı en çok kaç olur? A)64          B)145          C)181          D)221",karekok.pdf,pdf_karekok,True,,,,ocr,,yeni_nesil,True,False,False,False,orta,,5.0,nan,,False
42,Alanı 144 cm? olan bir karenin çevre uzunluğu kaç        49  v 17 ve v 125 sayıları arasında kaç tane tam sayı vardır? cm'dir?,"A) 6            B) 7             c)8             D)9, A) 24         B) 36         Cc) 48         D) 60",Alanı 144 cm? olan bir karenin çevre uzunluğu kaç        49  v 17 ve v 125 sayıları arasında kaç tane tam sayı vardır? cm'dir? A)6            B) 7             c)8             D)9 A) 24         B) 36         Cc) 48         D) 60,karekok.pdf,pdf_karekok,True,,,,ocr,,yeni_nesil,True,False,False,False,orta,,5.0,nan,,False
52,Olduğuna göre x aşağıdakilerden hangisi olamaz? 9< vb < 10 şartını sağlayan kaç farklı b tam sayısı vardır?,"A) v105         B) v115       C) v120         D) 125, A) 15        B) 16         C) 17        D) 18",Olduğuna göre x aşağıdakilerden hangisi olamaz? 9< vb < 10 şartını sağlayan kaç farklı b tam sayısı vardır? A) v105         B) v115       C) v120         D) 125 A) 15        B) 16         C) 17        D) 18,karekok.pdf,pdf_karekok,True,,,,ocr,,yeni_nesil,True,False,False,False,orta,,6.0,nan,,False
53,"Aşağıdaki sayılardan hangisi tam kare sayı değildir?     s9  Yolculuk sırasında şoföre “Kaç km yolumuz kaldı?"" diye cevap vermiştir. Buna göre yolculukta kaç km yol kalmış olabilir?","A) 144           B) 196           C) 225           D) 269         diye sorulduğunda şoför “4 km'den fazla, 5 km'den az.”, A) v10        B) V15       C) v20       D) V25","Aşağıdaki sayılardan hangisi tam kare sayı değildir?     s9  Yolculuk sırasında şoföre “Kaç km yolumuz kaldı?"" A) 144           B) 196           C) 225           D) 269         diye sorulduğunda şoför “4 km'den fazla, 5 km'den az.” diye cevap vermiştir. Buna göre yolculukta kaç km yol kalmış olabilir? A) v10        B) V15       C) v20       D) V25",karekok.pdf,pdf_karekok,True,,,,ocr,,yeni_nesil,True,False,False,False,orta,,6.0,nan,,False
54,v137 sayısı hangi iki tam sayı arasındadır?                   60!  vV75 sayısının yaklaşık değeri kaçtır? « —çğ — —ğ$ç —>,"A) 121—-144 B)14-15       C)12-11        D)10—9           A) 8,9              B) 8,6              Cc) 8,4              D)8,3","v137 sayısı hangi iki tam sayı arasındadır?                   60!  vV75 sayısının yaklaşık değeri kaçtır? A)121—-144 B)14-15       C)12-11        D)10—9           A) 8,9              B) 8,6              Cc) 8,4              D)8,3 « —çğ — —ğ$ç —>",karekok.pdf,pdf_karekok,True,,,,ocr,,yeni_nesil,True,False,False,False,orta,,6.0,nan,,False
63,"Çi b ve c birbirinden farklı, tam kare olmayan pozitif        69)  Vv81 sayfa kitap okuyan Furkan 1 sayfa daha kitap tam sayılardır.                                                           okursa kaç sayfa kitap okumuş olur? Vb? .a3.c Verilen ifadenin eşiti aşağıdakilerden hangisi- dir?","A) vV100          B) V90            Cc) V83            D) V82, A) cbf.a? B)jb”-aVvc Cjbf.a?/c Da bve","Çi b ve c birbirinden farklı, tam kare olmayan pozitif        69)  Vv81 sayfa kitap okuyan Furkan 1 sayfa daha kitap tam sayılardır.                                                           okursa kaç sayfa kitap okumuş olur? Vb? .a3.c A) vV100          B) V90            Cc) V83            D) V82 Verilen ifadenin eşiti aşağıdakilerden hangisi- dir? A)cbf.a? B)jb”-aVvc Cjbf.a?/c Da bve",karekok.pdf,pdf_karekok,True,,,,ocr,,yeni_nesil,True,False,False,False,orta,,7.0,nan,,False
64,vV150 sayısı hangi ardışık tam sayılar arasındadır?   70) y170 sayısı a ile b ardışık tam sayıları arasındadır. 65! y43 sayısına en yakın tam sayı kaçtır?              71  85 sayısının karekökü yaklaşık olarak aşağıda- 66!  V19 sayısının değeri aşağıdakilerden hangisine   72)  Aşağıda verilen sayılardan hangisi 8 ile 9 en yakındır?                                                      arasındadır?,"A) 11 ile 12                     B) 12 ile 13                     Buna göre AtB toplamı kaçtır?, C) 13 ile 14             D) 14 ile 15            A) 27      B) 26     CO25 D)24, A) 5        B) 6        C)7        D)8                  kilerden hangisidir?, A) 6,3         B) 7,35         C)8,2         D) 9,2, A) 4,3      B) 4,7      C) 5,1       D) 5,3      A) vV45    B)  v62    C) vV78    D) v9","vV150 sayısı hangi ardışık tam sayılar arasındadır?   70) y170 sayısı a ile b ardışık tam sayıları arasındadır. A) 11 ile 12                     B) 12 ile 13                     Buna göre AtB toplamı kaçtır? C) 13 ile 14             D) 14 ile 15            A) 27      B) 26     CO25 D)24 65! y43 sayısına en yakın tam sayı kaçtır?              71  85 sayısının karekökü yaklaşık olarak aşağıda- A) 5        B) 6        C)7        D)8                  kilerden hangisidir? A) 6,3         B) 7,35         C)8,2         D) 9,2 66!  V19 sayısının değeri aşağıdakilerden hangisine   72)  Aşağıda verilen sayılardan hangisi 8 ile 9 en yakındır?                                                      arasındadır? A) 4,3      B) 4,7      C) 5,1       D) 5,3      A) vV45    B)  v62    C) vV78    D) v9",karekok.pdf,pdf_karekok,True,,,,ocr,,yeni_nesil,True,False,False,False,yüksek,,7.0,nan,,False
75,4x J44 sayısı hangi ardışık tam sayılar arasındadır?  81 —y50 sayısından büyük en küçük tam sayı kaçtır? ©) 12ile 13           D) 13ile 14 K            L     M         N,,4x J44 sayısı hangi ardışık tam sayılar arasındadır?  81 —y50 sayısından büyük en küçük tam sayı kaçtır? ©) 12ile 13           D) 13ile 14 K            L     M         N,karekok.pdf,pdf_karekok,True,,,,ocr,,yeni_nesil,True,False,False,False,düşük,,8.0,nan,,False
77,Alanı 32 cm? olan karenin çevresinin ala-          83  10 < /x < 11 şartını sağlayan kaç farklı tam sayı cağı değer hangi iki tamsayı arasındadır?              vardır?,"A) 19           B) 20          C) 21           D) 22, A) 20ile 24                  B) 16 ile 20, C) 12 ile 16             D) 8 iile 12",Alanı 32 cm? olan karenin çevresinin ala-          83  10 < /x < 11 şartını sağlayan kaç farklı tam sayı cağı değer hangi iki tamsayı arasındadır?              vardır? A) 19           B) 20          C) 21           D) 22 A) 20ile 24                  B) 16 ile 20 C) 12 ile 16             D) 8 iile 12,karekok.pdf,pdf_karekok,True,,,,ocr,,yeni_nesil,True,False,False,False,orta,,8.0,nan,,False
85,Sayı doğrusu üzerinde bulunan A ile B noktaları arası uzaklık aşağıdakilerden J                |               hangisi olur?,,Sayı doğrusu üzerinde bulunan A ile B noktaları arası uzaklık aşağıdakilerden J                |               hangisi olur?,karekok.pdf,pdf_karekok,True,,,,ocr,,yeni_nesil,True,False,False,False,düşük,,8.0,nan,,False
0,N   N                  A)Yis BV20 CON» D32,,N   N                  A)Yis BV20 CON» D32,karekok.pdf,pdf_karekok,True,V48                                 47 << — —— a 0 0 ——— 0 — 0 —ğ— 4 —ğ>                                                             6,V48                                 47 << — —— a 0 0 ——— 0 — 0 —ğ— 4 —ğ>                                                             6,,hybrid,Metin ve OCR versiyonları birleştirildi,yeni_nesil,False,False,False,False,düşük,,8.0,nan,,False
81,"5r7 >        C            G              H İ                   86! Bir hesap makinası karekök hesaplarken kök değe- Yukarıda ABCD, CEFG ve GHİJ birer karedir.           rini yakın olduğu tam sayıya yuvarlamaktadır. Şekillerin alanları içlerine yazılmıştır.                    Buna göre bu hesap makinası ile yapılan işlemler- Buna göre CEFG karesinin bir kenarı                den hangisi yanlıştır? aşağıdakilerden hangisi olur?                                      yarışır","A) V20-4                         B) V46-7, A) Yo BN?      C)y/84 D39               C) V72-9                       D) V1112 11","5r7 >        C            G              H İ                   86! Bir hesap makinası karekök hesaplarken kök değe- Yukarıda ABCD, CEFG ve GHİJ birer karedir.           rini yakın olduğu tam sayıya yuvarlamaktadır. Şekillerin alanları içlerine yazılmıştır.                    Buna göre bu hesap makinası ile yapılan işlemler- Buna göre CEFG karesinin bir kenarı                den hangisi yanlıştır? aşağıdakilerden hangisi olur?                                      yarışır A) V20-4                         B) V46-7 A) Yo BN?      C)y/84 D39               C) V72-9                       D) V1112 11",karekok.pdf,pdf_karekok,True,,,,ocr,,yeni_nesil,True,False,False,False,yüksek,,8.0,nan,,False
87,"Alanı 300 cm? olan karenin bir kenarını en yakın ta    94  y20 sayısının ondalık gösteriminde tam kısım A, v70 sa- sayı olarak alırsak bu karenin çevresi kaç cm olur?         yısının ondalık gösteriminde tam kısım B olsun. A      B C      D V v vw V","A) 62             B)64             C)66             D)68                Buna göre A*B toplamı kaçtır?, A) 10       B) 11       C) 12    D) 13","Alanı 300 cm? olan karenin bir kenarını en yakın ta    94  y20 sayısının ondalık gösteriminde tam kısım A, v70 sa- sayı olarak alırsak bu karenin çevresi kaç cm olur?         yısının ondalık gösteriminde tam kısım B olsun. A)62             B)64             C)66             D)68                Buna göre A*B toplamı kaçtır? A) 10       B) 11       C) 12    D) 13 A      B C      D V v vw V",karekok.pdf,pdf_karekok,True,,,,ocr,,yeni_nesil,True,False,False,False,orta,,9.0,nan,,False
88,"Eşit aralıklara bölünmüş sayı doğrusunda hangisi    95! Ceren hesap makinasında bir doğal sayı yazıp karekök 30'un kareköküne karşılık gelen nokta olabilir”?             alma tuşuna basıyor. AJA             B)B             OC            D)D               Ekranda çıkan sayının onda birler basamağında 7 yazdığına göre, Ceren'nin karekökünü hesapladığı dığı sayı aşağıdakilerden hangisi olamaz?",A) 14            B) 33            C) 52            D) 60,"Eşit aralıklara bölünmüş sayı doğrusunda hangisi    95! Ceren hesap makinasında bir doğal sayı yazıp karekök 30'un kareköküne karşılık gelen nokta olabilir”?             alma tuşuna basıyor. AJA             B)B             OC            D)D               Ekranda çıkan sayının onda birler basamağında 7 yazdığına göre, Ceren'nin karekökünü hesapladığı dığı sayı aşağıdakilerden hangisi olamaz? A) 14            B) 33            C) 52            D) 60",karekok.pdf,pdf_karekok,True,,,,ocr,,yeni_nesil,True,False,False,False,orta,,9.0,nan,,False
89,137 sayısına en yakın tam kare sayı aşağı-       (96 Tamkare olmayan kaç tane rakam vardır? dakilerden hangisidir?                                    A)7           B)6           c)5           D)4,A) 136    B) 140     C) 144     D) 156,137 sayısına en yakın tam kare sayı aşağı-       (96 Tamkare olmayan kaç tane rakam vardır? dakilerden hangisidir?                                    A)7           B)6           c)5           D)4 A) 136    B) 140     C) 144     D) 156,karekok.pdf,pdf_karekok,True,,,,ocr,,yeni_nesil,True,False,False,False,orta,,9.0,nan,,False
196,(26     1      59 235 81 324 115 90!  85 sayısının karekökü yaklaşık olarak aşağıda-         97)  Yukarıda verilen sayılardan kaç tanesi tamkare sayı kilerden hangisidir?                                               değildir?,"A) 6,3          B) 7,35          Cc) 8,2          D) 9,2                  A)1              B) 2              c)3             D)4","(26     1      59 235 81 324 115 90!  85 sayısının karekökü yaklaşık olarak aşağıda-         97)  Yukarıda verilen sayılardan kaç tanesi tamkare sayı kilerden hangisidir?                                               değildir? A) 6,3          B) 7,35          Cc) 8,2          D) 9,2                  A)1              B) 2              c)3             D)4",karekok.pdf,pdf_karekok,True,,,,ocr,,yeni_nesil,True,False,False,False,orta,,9.0,nan,,False
91,"Aşağıda verilen sayılardan hangisi 8'e di-      (98! —v30 sayısı hangi iki tam sayı arasında- ğerlerinden daha yakındır?                                        dır? 92! Sena'nıın evi ile okulu arasındaki mesafe 5 km'den fazla 6 km'den azdır. Buna göre, Sena'nın evi ile okulu    99 Aşağıdaki sayılardan hangisi, kenar uzunluğu tam sayı arasındaki mesafe kilometre cinsinden                            olmayan bir karenin alanını gösterir? aşağıdakilerden hangisi olabilir?                                  A)16             B) 25             C)32             D) 49 93!  Aşağıdaki sayı doğrusunda 7 ile 11 arası 8 eş parçaya                   A                                   B ayrılmıştır.                                                             <— e —ğ—ğ—ğ—— e — >","A) V6O B) V588 OO vV55  D) v50               A) 4ile—5               B) -3 ile—4, C) —5ile—6              D) —6 ile—7, A) v18         B) V24         Cc) 34       D) V40","Aşağıda verilen sayılardan hangisi 8'e di-      (98! —v30 sayısı hangi iki tam sayı arasında- ğerlerinden daha yakındır?                                        dır? A) V6O B) V588 OO vV55  D) v50               A) 4ile—5               B) -3 ile—4 C) —5ile—6              D) —6 ile—7 92! Sena'nıın evi ile okulu arasındaki mesafe 5 km'den fazla 6 km'den azdır. Buna göre, Sena'nın evi ile okulu    99 Aşağıdaki sayılardan hangisi, kenar uzunluğu tam sayı arasındaki mesafe kilometre cinsinden                            olmayan bir karenin alanını gösterir? aşağıdakilerden hangisi olabilir?                                  A)16             B) 25             C)32             D) 49 A) v18         B) V24         Cc) 34       D) V40 93!  Aşağıdaki sayı doğrusunda 7 ile 11 arası 8 eş parçaya                   A                                   B ayrılmıştır.                                                             <— e —ğ—ğ—ğ—— e — >",karekok.pdf,pdf_karekok,True,,,,ocr,,yeni_nesil,True,False,False,False,yüksek,,9.0,nan,,False
1,(cid:37)(cid:76)(cid:85)(cid:3)(cid:78)(cid:72)(cid:81)(cid:68)(cid:85)(cid:213)(cid:81)(cid:213)(cid:81)(cid:3)(cid:88)(cid:93)(cid:88)(cid:81)(cid:79)(cid:88)(cid:247)(cid:88)(cid:3) 8(cid:3)(cid:70)(cid:80)(cid:3)(cid:82)(cid:79)(cid:68)(cid:81) 2 (cid:3)(cid:36)(cid:250)(cid:68)(cid:247)(cid:213)(cid:71)(cid:68)(cid:78)(cid:76)(cid:78)(cid:68)(cid:85)(cid:72)(cid:79)(cid:76)(cid:93)(cid:72)(cid:80)(cid:76)(cid:81)(cid:71)(cid:72)(cid:89)(cid:72)(cid:85)(cid:76)(cid:79)(cid:72)(cid:81)(cid:250)(cid:72)(cid:78)(cid:76)(cid:79)(cid:79)(cid:72)(cid:85)(cid:71)(cid:72)(cid:81) (cid:72)(cid:250)(cid:78)(cid:72)(cid:81)(cid:68)(cid:85)(cid:3)(cid:129)(cid:111)(cid:74)(cid:72)(cid:81)(cid:76)(cid:81)(cid:3)(cid:111)(cid:72)(cid:89)(cid:85)(cid:72)(cid:86)(cid:76)(cid:81)(cid:76)(cid:81)(cid:3)(cid:88)(cid:93)(cid:88)(cid:81)(cid:79)(cid:88)(cid:247)(cid:88)(cid:3)(cid:78)(cid:68)(cid:111) (cid:36)(cid:37)(cid:38)(cid:39)(cid:71)(cid:76)(cid:78)(cid:71)(cid:124)(cid:85)(cid:87)(cid:74)(cid:72)(cid:81)(cid:76)(cid:81)(cid:76)(cid:81)(cid:68)(cid:79)(cid:68)(cid:81)(cid:213)(cid:22)(cid:19)(cid:19)(cid:70)(cid:80)2(cid:71)(cid:76)(cid:85)(cid:17) S (cid:86)(cid:68)(cid:81)(cid:87)(cid:76)(cid:80)(cid:72)(cid:87)(cid:85)(cid:72)(cid:71)(cid:76)(cid:85)(cid:34) S G G 5 L L D C,A) 2 2 (cid:37)(cid:12) 11 5,(cid:37)(cid:76)(cid:85)(cid:3)(cid:78)(cid:72)(cid:81)(cid:68)(cid:85)(cid:213)(cid:81)(cid:213)(cid:81)(cid:3)(cid:88)(cid:93)(cid:88)(cid:81)(cid:79)(cid:88)(cid:247)(cid:88)(cid:3) 8(cid:3)(cid:70)(cid:80)(cid:3)(cid:82)(cid:79)(cid:68)(cid:81) 2 (cid:3)(cid:36)(cid:250)(cid:68)(cid:247)(cid:213)(cid:71)(cid:68)(cid:78)(cid:76)(cid:78)(cid:68)(cid:85)(cid:72)(cid:79)(cid:76)(cid:93)(cid:72)(cid:80)(cid:76)(cid:81)(cid:71)(cid:72)(cid:89)(cid:72)(cid:85)(cid:76)(cid:79)(cid:72)(cid:81)(cid:250)(cid:72)(cid:78)(cid:76)(cid:79)(cid:79)(cid:72)(cid:85)(cid:71)(cid:72)(cid:81) (cid:72)(cid:250)(cid:78)(cid:72)(cid:81)(cid:68)(cid:85)(cid:3)(cid:129)(cid:111)(cid:74)(cid:72)(cid:81)(cid:76)(cid:81)(cid:3)(cid:111)(cid:72)(cid:89)(cid:85)(cid:72)(cid:86)(cid:76)(cid:81)(cid:76)(cid:81)(cid:3)(cid:88)(cid:93)(cid:88)(cid:81)(cid:79)(cid:88)(cid:247)(cid:88)(cid:3)(cid:78)(cid:68)(cid:111) (cid:36)(cid:37)(cid:38)(cid:39)(cid:71)(cid:76)(cid:78)(cid:71)(cid:124)(cid:85)(cid:87)(cid:74)(cid:72)(cid:81)(cid:76)(cid:81)(cid:76)(cid:81)(cid:68)(cid:79)(cid:68)(cid:81)(cid:213)(cid:22)(cid:19)(cid:19)(cid:70)(cid:80)2(cid:71)(cid:76)(cid:85)(cid:17) S (cid:86)(cid:68)(cid:81)(cid:87)(cid:76)(cid:80)(cid:72)(cid:87)(cid:85)(cid:72)(cid:71)(cid:76)(cid:85)(cid:34) S G G 5 L A) 2 2 (cid:37)(cid:12) 11 5 L D C,karekokcikmis.pdf,pdf_karekok,True,,,,text,,yeni_nesil,False,False,False,True,yüksek, 8 2   2 S  S G G 5 L L D C,,8 2   2 S  S G G 5 L L D C,,False
2,"e Tee Pe Pr Pr |                                — S                                5 “sw | | İn. Yukarıdaki bölme işlemi tablosunda K, L, M ve N harflerine karşılık gelen sayılar, bu harflerle aynı sütunda bulunan mavi kutucuktaki kareköklü ifadenin bu harflerle aynı satırda bulunan sarı kutucuk- taki kareköklü ifadeye bölünmesiyle elde edilmiştir. Buna göre, bu harflerden hangisi bir irrasyonel sayı belirtmektedir?",A) 94(cid:3) (cid:37)(cid:12)(cid:3) (cid:27)(cid:27) C) 79(cid:3) (cid:39)(cid:12)(cid:3) 68,(cid:74)(cid:72)(cid:79)(cid:72)(cid:81)(cid:3)(cid:81)(cid:82)(cid:78)(cid:87)(cid:68)(cid:79)(cid:68)(cid:85)(cid:213)(cid:81)(cid:3)(cid:68)(cid:85)(cid:68)(cid:86)(cid:213)(cid:3)(cid:25)(cid:3)(cid:72)(cid:250)(cid:3)(cid:83)(cid:68)(cid:85)(cid:111)(cid:68)(cid:92)(cid:68)(cid:3)(cid:68)(cid:92)(cid:85)(cid:213)(cid:79)(cid:80)(cid:213)(cid:250)(cid:87)(cid:213)(cid:85)(cid:17) (cid:37)(cid:88)(cid:81)(cid:68)(cid:3)(cid:74)(cid:124)(cid:85)(cid:72)(cid:3)(cid:36)(cid:3)(cid:81)(cid:82)(cid:78)(cid:87)(cid:68)(cid:86)(cid:213)(cid:81)(cid:68)(cid:3)(cid:78)(cid:68)(cid:85)(cid:250)(cid:213)(cid:79)(cid:213)(cid:78)(cid:3)(cid:74)(cid:72)(cid:79)(cid:72)(cid:81)(cid:3)(cid:86)(cid:68)(cid:92)(cid:213)(cid:3) (cid:68)(cid:250)(cid:68)(cid:247)(cid:213)(cid:71)(cid:68)(cid:78)(cid:76)(cid:79)(cid:72)(cid:85)(cid:71)(cid:72)(cid:81)(cid:3)(cid:75)(cid:68)(cid:81)(cid:74)(cid:76)(cid:86)(cid:76)(cid:3)(cid:82)(cid:79)(cid:68)(cid:69)(cid:76)(cid:79)(cid:76)(cid:85)(cid:34) A) 94(cid:3) (cid:37)(cid:12)(cid:3) (cid:27)(cid:27) C) 79(cid:3) (cid:39)(cid:12)(cid:3) 68 11,karekokcikmis.pdf,pdf_karekok,True,"e Tee Pe Pr Pr |                                — S                                5 “sw | | İn. Yukarıdaki bölme işlemi tablosunda K, L, M ve N harflerine karşılık gelen sayılar, bu harflerle aynı sütunda bulunan mavi kutucuktaki kareköklü ifadenin bu harflerle aynı satırda bulunan sarı kutucuk- taki kareköklü ifadeye bölünmesiyle elde edilmiştir. Buna göre, bu harflerden hangisi bir irrasyonel sayı belirtmektedir?","e Tee Pe Pr Pr |                                — S                                5 “sw | | İn. Yukarıdaki bölme işlemi tablosunda K, L, M ve N harflerine karşılık gelen sayılar, bu harflerle aynı sütunda bulunan mavi kutucuktaki kareköklü ifadenin bu harflerle aynı satırda bulunan sarı kutucuk- taki kareköklü ifadeye bölünmesiyle elde edilmiştir. Buna göre, bu harflerden hangisi bir irrasyonel sayı belirtmektedir? A)K                        B)L                        C)M                        D)N",['A) K                        B)L                        C)M                        D)N'],hybrid,Metin ve OCR versiyonları birleştirildi,yeni_nesil,False,True,False,False,yüksek,,,nan,,False
